Número de identificação da publicação;Link permanente;Publicar mensagem;Tipo;Países;Idiomas;Publicado;Direcionamento do público;Lifetime Post Total Reach;Lifetime Post organic reach;Lifetime Post Paid Reach;Lifetime Post Total Impressions;Lifetime Post Organic Impressions;Lifetime Post Paid Impressions;Lifetime Engaged Users;Lifetime Matched Audience Targeting Consumers on Post;Lifetime Matched Audience Targeting Consumptions on Post;Lifetime Negative Feedback from Users;Lifetime Negative Feedback;Lifetime Post Impressions by people who have liked your Page;Lifetime Post reach by people who like your Page;Lifetime Post Paid Impressions by people who have liked your Page;Lifetime Paid reach of a post by people who like your Page;Lifetime People who have liked your Page and engaged with your post;Lifetime Organic views to 95%...25;Lifetime Organic views to 95%...26;Lifetime Paid views to 95%...27;Lifetime Paid views to 95%...28;Lifetime Organic Video Views...29;Lifetime Organic Video Views...30;Lifetime Paid Video Views...31;Lifetime Paid Video Views...32;Lifetime Average time video viewed;Lifetime Video length;Descrição;share;like;comment
417092451820846_1255405054656244;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1255405054656244/?type=3;Cores não faltam pra você criar seu look Citycol. Já escolheu a sua? 🤔😆 #VemPraCity . Regata - 13,99 - 35.08.1320 - Tam. P ao G - Em cores diversas. . Calça Jeans - 49,99 - 39.01.0302 - Tam. 36 ao 52 . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina;Photo;NA;NA;2020-03-01T16:14:52Z;NA;3690;3690;0;3761;3761;0;123;50;83;0;0;3319;3211;0;0;120;0;0;0;0;0;0;0;0;0;0;NA;3;78;1
417092451820846_1255329211330495;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1255329211330495/?type=3;Vestidos coloridos com estampas variadas? #NaCitycolTem 🍀😊 . Vestido Plus - 24,99 - 49.02.0251 - Tam. G1 ao G3  . #modabarata #lookdodia #VemPraCity #vestidoplussize #PlusSizeBrasil #PlusSize #ModaPlusSize #ModaPlusize;Photo;NA;NA;2020-03-01T13:59:40Z;NA;2976;2976;0;3029;3029;0;88;31;37;0;0;2611;2542;0;0;86;0;0;0;0;0;0;0;0;0;0;NA;NA;61;NA
417092451820846_1255138724682877;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1255138724682877/?type=3;Estampa de Coqueiros 🏝 pra começar a semana! Faça sua escolha. 😊 #NaCitycolTem  . Cod. Blusa malha – 19,99 - 35.08.1419 – Tam P ao G . Short Jeans - 34,99 - 41.03.0368 - Tam. 36 ao 52 . . Calça Jeans - 49,99 - 39.01.0063 - Tam. 36 ao 52. . #roupabarata #VemPraCity #modabarata #tendencia #modafeminina #style #fashion #lookdodia #tropical #lookinspiração #namoda #modaparamulheres #dicasdeestilo;Photo;NA;NA;2020-03-01T08:22:28Z;NA;3418;3418;0;3514;3514;0;115;28;30;1;1;3085;2959;0;0;112;0;0;0;0;0;0;0;0;0;0;NA;3;90;NA
417092451820846_1255092644687485;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1255092644687485/?type=3;Vila da Penha temos um grande presente pra vocês! Amanhã é o dia da reinauguração da sua loja Citycol. #VemPraCity conferir nossas novidades! 🤩;Photo;NA;NA;2020-03-01T07:06:08Z;NA;2912;2912;0;3023;3023;0;51;22;25;0;0;2545;2418;0;0;41;0;0;0;0;0;0;0;0;0;0;NA;3;36;NA
417092451820846_1253818321481584;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1253818321481584/?type=3;Regata com gostinho Tropical? 🌸🍒#NaCitycolTem .⠀ Regata 16,99 -  35.08.1365 - 16,99 - Tam. P ao G - Estampas variadas. .⠀ Short Jeans - 34,99 - 41.03.0368 - Tam. 36 ao 52  . #modabarata #roupabarata  #VemPraCity ⠀ #tendencia #modafeminina #style #fashion #lookdodia #tropical #lookinspiração #namoda #modaparamulheres #dicasdeestilo;Photo;NA;NA;2020-02-28T16:19:27Z;NA;3319;3319;0;3345;3345;0;114;39;46;0;0;2923;2912;0;0;114;0;0;0;0;0;0;0;0;0;0;NA;1;77;NA
417092451820846_1253772011486215;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1253772011486215/?type=3;Já tô pronta pro fim de semana com meu floral da City. #VemPraCity aproveitar! 🌷🍃🥰 . Vestido 24,99 - 49.02.0251 - Tam. G1 ao G3 - Estampas variadas. . #modabarata #lookdodia #NaCitycolTem #vestidoplussize #PlusSizeBrasil #PlusSize #ModaPlusSize #ModaPlusize;Photo;NA;NA;2020-02-28T14:42:45Z;NA;3845;3854;0;3845;3845;0;149;67;79;0;0;3419;3370;0;0;143;0;0;0;0;0;0;0;0;0;0;NA;1;95;3
417092451820846_1253587661504650;https://www.facebook.com/lojascitycol/posts/1253587718171311:0;Lojas Citycol;Photo;NA;NA;2020-02-28T09:08:58Z;NA;1;1;0;1;1;0;43;0;0;0;0;1;1;0;0;43;0;0;0;0;0;0;0;0;0;0;NA;NA;43;NA
417092451820846_1253583041505112;https://www.facebook.com/lojascitycol/posts/1253583041505112;Vários looks pro seu fim de semana! Já escolheu o seu? 😍 #VemPraCity . Regata 16,99 - 35.08.1316 - Tam. P ao G - Mat. Viscose - Cores diversas. . Calça Jeans - 49,99 - 39.01.0063 - Tam. 36 ao 52. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina;Video;NA;NA;2020-02-28T09:02:31Z;NA;2566;2566;0;2886;2886;0;118;74;90;0;0;2412;2193;0;0;109;112;115;0;0;617;669;0;0;4661;19202;NA;NA;53;2
417092451820846_1253052094891540;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1253052094891540/?type=3;O Carnaval acabou e pra começar bem ano nada como um look básico Citycol 🙂🖤👖 . Regata 16,99 - 35.08.1316 - Tam. P ao G - Mat. Viscose - Cores diversas. . Calça Jeans - 49,99 - 39.01.0063 - Tam. 36 ao 52. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina;Photo;NA;NA;2020-02-27T16:01:43Z;NA;3783;3783;0;3993;3993;0;133;52;64;0;0;3557;3397;0;0;129;0;0;0;0;0;0;0;0;0;0;NA;1;92;7
417092451820846_1252958828234200;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1252958828234200/?type=3;Vestido floral: o seu investimento, que nunca sai de moda! 😍🌿🌺 #NaCitycolTem  . Vestido 24,99 - 49.02.0251 - Tam. G1 ao G3 - Estampas variadas. . #modabarata #lookdodia #VemPraCity #vestidoplussize #PlusSizeBrasil #PlusSize #ModaPlusSize #ModaPlusize;Photo;NA;NA;2020-02-27T13:10:16Z;NA;5082;5097;0;5082;5082;0;203;106;124;0;0;4617;4635;0;0;195;0;0;0;0;0;0;0;0;0;0;NA;2;114;8
417092451820846_1252809898249093;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1252809898249093/?type=3;Trazemos pra vocês a SEMANA DO BÁSICO da Citycol! Aproveite nossa variedade de peças,  com o conforto de sempre! 😉 #VemPraCity  . Peças da esquerda para direita: . Regata com nó - 19,99 - 43.07.0435 - Tam. G1 ao G3 - Mat: Viscose - Cores diversas . Short Jeans - 49,99 - 46.02.0102 - Tam. 36 ao 52  . Regata - 16,99 - 35.08.1316 - Tam. P ao G - Mat: Viscose - Cores variadas. . Short Jeans - 34,99 - 41.03.0368 - Tam. 36 ao 52  . #modabarata #NaCitycolTem #ModaPlusSizeBrasil #ModaPlusSize #modafeminina #PlusSizeBrasil #PlusSize #lookdodia;Photo;NA;NA;2020-02-27T08:50:14Z;NA;3802;3802;0;3901;3901;0;142;42;46;1;1;3463;3319;0;0;140;0;0;0;0;0;0;0;0;0;0;NA;4;105;1
417092451820846_1448280375368710;https://www.facebook.com/lojascitycol/posts/1448280375368710;Temos a combinação com estampa tropical, a cara do Verão! 🌴☀️ #VemPraCity #SummerDreamCitycol #coleçãoverão  . Blusa sem manga cropped - 14,99 - 35.04.0296 - cores diversas  . Short - 19,9941.01.0511 - 19.99 - Tam. M G GG;Photo;NA;NA;2020-10-21T18:03:25Z;NA;1280;1280;0;1470;1470;0;32;11;12;0;0;1409;1243;0;0;32;0;0;0;0;0;0;0;0;0;0;Lifetime: The number of stories created about your Page post, by action type. (Total Count);1;25;NA
417092451820846_1448257952037619;https://www.facebook.com/lojascitycol/posts/1448257952037619;Monte sua combinação com nossos shortinhos de estampas de folhagens 🌿🍂 😉  #SummerDreamCitycol #coleçãoverão  . Blusa sem manga cropped - 14,99 - 35.04.0296 - cores diversas . Short - 19,9941.01.0511 - 19.99 - Tam. M G GG;Photo;NA;NA;2020-10-21T17:25:02Z;NA;1205;1205;0;1310;1310;0;84;59;70;1;1;1257;1159;0;0;81;0;0;0;0;0;0;0;0;0;0;NA;1;30;NA
417092451820846_1447908382072576;https://www.facebook.com/lojascitycol/posts/1447908382072576;Destaque seu visual com nosso short de estampa Cashmere 🌾🌿🥰 . Blusa sem manga cropped - 14,99 - 35.04.0296 - Tam. P M G - cores variadas . Short - 29,99 - 41.01.0521 - estampas variadas;Photo;NA;NA;2020-10-21T08:53:07Z;NA;1739;1739;0;1953;1953;0;80;38;42;0;0;1842;1634;0;0;77;0;0;0;0;0;0;0;0;0;0;NA;1;46;NA
417092451820846_1447281118801969;https://www.facebook.com/lojascitycol/posts/1447281118801969;🌿 Como nós amamos estampas de Folhagens! ❤🌿 Você também?😉  #SummerDreamCitycol  #coleçãoverão  #VemPraCity  . Blusa 35.02.0253 - 14.99 - Tam. P M G  - cores variadas  . Short 41.01.0030 - 13.99 - Tam. P M G GG - estampas variadas;Photo;NA;NA;2020-10-20T19:18:36Z;NA;1316;1316;0;1542;1542;0;44;16;17;0;0;1396;1173;0;0;41;0;0;0;0;0;0;0;0;0;0;NA;NA;33;NA
417092451820846_1447063002157114;https://www.facebook.com/lojascitycol/posts/1447063002157114;Uma blusa versátil pra você que é basiquinha e estilosa! Qual seu look: 1 ou 2? 😍 #SummerDreamCitycol #coleçãoverão  . Blusa -  17,99 - 35.08.1438 - Tam. P M G - cores variadas . Short estampado - 19,99 - 41.01.0511 - Tam. M G GG - estampas variadas  . Short liso - 29,99 - 51.02.0612  - Tam. P M G GG - cores variadas;Photo;NA;NA;2020-10-20T13:58:53Z;NA;2055;2055;0;2396;2396;0;106;57;60;1;1;2200;1852;0;0;103;0;0;0;0;0;0;0;0;0;0;NA;NA;50;2
417092451820846_1446984695498278;https://www.facebook.com/lojascitycol/posts/1446984695498278;Encante-se com nossa estampa geométrica de flores! Na combinação com o clássico preto e branco, que nunca sai de moda!  ⚪⚫🌸  #SummerDreamCitycol #coleçãoverão  . Blusa geométrica preto e branca - 15,99 -  35.01.0286 -Tam. P M G  . Short - 29, 99 - 51.02.0612 - Tam. P M G GG;Photo;NA;NA;2020-10-20T11:51:08Z;NA;1569;1569;0;1761;1761;0;86;48;59;0;0;1592;1416;0;0;83;0;0;0;0;0;0;0;0;0;0;NA;1;45;1
417092451820846_1444361192427295;https://www.facebook.com/lojascitycol/posts/1444361192427295;Deslize ➡️ Uma blusa para vários looks! Escolha já o seu 😍 #SummerDreamCitycol #VemPraCity  #coleçãoverão  . Blusa Cropped - 15,99 -  35.04.0303 - 15.99 - Tam. P M G - cores variadas . Calça Jeans - a partir de 39,99 . Short - 51.02.0612 - 29.99 - Tam. P M G GG - cores diversas;Photo;NA;NA;2020-10-17T15:02:49Z;NA;3094;3094;0;3433;3433;0;159;120;135;0;0;3019;2711;0;0;150;0;0;0;0;0;0;0;0;0;0;NA;4;53;3
417092451820846_1443981849131896;https://www.facebook.com/lojascitycol/posts/1443981849131896;Os conjuntos Citycol estão maravilhosos! Qual sua cor preferida? #coleçãoverão #SummerDreamCitycol  🤔🥰 . CONJUNTO - 42.02.0139 - 29.99 - Tam. P M G;Photo;NA;NA;2020-10-17T06:32:35Z;NA;1782;1782;0;2164;2164;0;106;62;75;0;0;1812;1487;0;0;101;0;0;0;0;0;0;0;0;0;0;NA;2;56;2
417092451820846_1443100995886648;https://www.facebook.com/lojascitycol/posts/1443100995886648;Deslize ➡️ Loja Campo Grande (Prezunic) já está reaberta esperando por você! 😆 Veja só quanta opção da nova coleção! 😱 #VemPraCity #SummerDreamCitycol #coleçãoverão  . Estrada do Cabuçú 1654, lojas H e I no Prezunic, Campo Grande, Rio de Janeiro, RJ;Photo;NA;NA;2020-10-16T07:40:27Z;NA;4039;4039;0;5471;5471;0;585;552;643;1;1;4980;3666;0;0;555;0;0;0;0;0;0;0;0;0;0;NA;NA;81;4
417092451820846_1442996822563732;https://www.facebook.com/lojascitycol/posts/1442996822563732;Chegou o Dia da Reinauguração! A partir das 10h AM, estamos te esperando na Citycol Campo Grande do Prezunic. Uma ótima oportunidade pra você colocar as compras em dia nesse final de semanal! 🤩 #VemPraCity #SummerDreamCitycol #coleçãoverão  . Estrada do Cabuçú 1654, lojas H e I no Prezunic, Campo Grande, Rio de Janeiro, RJ;Photo;NA;NA;2020-10-16T05:17:26Z;NA;1454;1454;0;1726;1726;0;12;5;5;0;0;1373;1131;0;0;11;0;0;0;0;0;0;0;0;0;0;NA;NA;7;NA
417092451820846_1442472635949484;https://www.facebook.com/lojascitycol/posts/1442472635949484;Por que ter uma cor se você pode ter todas? Aproveite já nossas regatas de 14,99! 🥰 . Regata - 14,99 - 35.08.1320 - Tam. P M G;Photo;NA;NA;2020-10-15T14:34:20Z;NA;2405;2405;0;2844;2844;0;111;53;56;0;0;2433;2025;0;0;109;0;0;0;0;0;0;0;0;0;0;NA;2;62;NA
417092451820846_1442245042638910;https://www.facebook.com/lojascitycol/posts/1442245042638910;AMANHÃ temos Reinauguração da Citycol Campo Grande do Prezunic! Muita coisa boa te aguarda! Venha ver a coleção #SummerDreamCitycol 😍 . Estrada do Cabuçú 1654, lojas H e I, Prezunic, Campo Grande,  Rio de Janeiro, RJ;Photo;NA;NA;2020-10-15T08:56:53Z;NA;1410;1410;0;1644;1644;0;12;1;1;1;1;1261;1061;0;0;11;0;0;0;0;0;0;0;0;0;0;NA;NA;11;NA
417092451820846_1441431322720282;https://www.facebook.com/lojascitycol/posts/1441431322720282;Sua blusa basiquinha de sempre com aquele nó que garante seu estilo! 😬❤ #VemPraCity  . Blusa com nó - 14,99 - 35.04.0297 - P M G -  Disponíveis em várias cores;Photo;NA;NA;2020-10-14T12:08:25Z;NA;2385;2385;0;2884;2884;0;99;39;43;1;1;2438;2001;0;0;96;0;0;0;0;0;0;0;0;0;0;NA;NA;60;NA
417092451820846_1440555372807877;https://www.facebook.com/lojascitycol/posts/1440555372807877;Nada como um look básico e confortável para começar bem a semana pós feriadão! 😌 . Blusa - 14,99 - 35.04.0291 - Tam. P M G - cores variadas . Short Floral - 16,99 - 48.01.0227 - Tam. G1 G2 G3;Photo;NA;NA;2020-10-13T14:05:49Z;NA;3023;3023;0;3520;3520;0;130;61;69;0;0;2989;2609;0;0;127;0;0;0;0;0;0;0;0;0;0;NA;3;81;4
417092451820846_1440322672831147;https://www.facebook.com/lojascitycol/posts/1440322672831147;Básico é ser feliz! Simples assim! Acompanhe com a City nossos modelos BÁSICOS nos próximos posts. #VemPraCity #NaCitycolTem 🤩❤;Photo;NA;NA;2020-10-13T08:05:51Z;NA;1930;1930;0;2380;2380;0;57;26;31;0;0;1884;1520;0;0;53;0;0;0;0;0;0;0;0;0;0;NA;NA;31;NA
417092451820846_1439473826249365;https://www.facebook.com/lojascitycol/posts/1439473826249365;Nunca é tarde para despertar a criança que há dentro de você.  FELIZ DIA DAS CRIANÇAS!🧸⚽️🎈 . Não comprou seu presente? 🎁 Corre que ainda dá tempo! Nossas lojas estão abertas hoje no feriado só para você aproveitar 😍;Photo;NA;NA;2020-10-12T07:38:55Z;NA;1980;1980;0;2605;2605;0;21;5;5;0;0;2058;1491;0;0;19;0;0;0;0;0;0;0;0;0;0;NA;1;15;NA
417092451820846_1439018089628272;https://www.facebook.com/lojascitycol/posts/1439018089628272;É AMANHÃ! Lojas abertas no #DiaDasCriançasCitycol no Feriado, 2a feira. Aproveite para compra de última hora 😍 . Regata Juvenil - 16,99 - 50.03.1146 - Tam. 10 12 14;Photo;NA;NA;2020-10-11T18:05:34Z;NA;2641;2641;0;3102;3102;0;48;29;33;0;0;2536;2132;0;0;44;0;0;0;0;0;0;0;0;0;0;NA;1;20;1
417092451820846_1437981829731898;https://www.facebook.com/lojascitycol/posts/1437981829731898;Temos as estampas mais legais de regatas! Encontre a escolha perfeita para o seu menino! 🚤🛩 #DiaDasCriançasCitycol . Regata - 14,99 - 16.03.0662 - Tam. 4 6 8 . Short Jeans Infantil - 39,99;Photo;NA;NA;2020-10-10T11:28:55Z;NA;2246;2246;0;2698;2698;0;30;14;16;0;0;2096;1693;0;0;28;0;0;0;0;0;0;0;0;0;0;NA;NA;18;NA
417092451820846_1437336303129784;https://www.facebook.com/lojascitycol/posts/1437336303129784;Temos a regata que sua filha pediu! 🍭🍬  Vem ser feliz na Citycol! 🥰 #DiaDasCrianças #diadascriançascitycol  . Regata - 16,99 - 50.03.1164 - Tam. 4 6 8 . Short Jeans Infantil - 39,99;Photo;NA;NA;2020-10-09T17:37:24Z;NA;2264;2264;0;2706;2706;0;40;16;17;1;1;2078;1718;0;0;37;0;0;0;0;0;0;0;0;0;0;NA;1;25;1
417092451820846_1437262509803830;https://www.facebook.com/lojascitycol/posts/1437262509803830;Pessoal, último fim de semana para compras do #DiaDasCrianças. Corre pra City! 😎 #diadascriançascitycol . Regata - 14,99 - 16.03.0663 - Tam. 4 6 8 . Short Jeans Infantil - 39,99;Photo;NA;NA;2020-10-09T15:19:42Z;NA;1969;1969;0;2300;2300;0;31;13;13;0;0;1741;1462;0;0;30;0;0;0;0;0;0;0;0;0;0;NA;NA;21;NA
417092451820846_1437061393157275;https://www.facebook.com/lojascitycol/posts/1437061393157275;SEXTOU! Aproveite garanta já essa blusa que realça os ombros. Presente de #DiaDasCrianças você encontra na Citycol! 😍 . Blusa - 17,99 - 50.01.0866 - Tam. 10 12 14 - Cores variadas . Short Jeans Juvenil - 39,99;Photo;NA;NA;2020-10-09T09:38:26Z;NA;1990;1990;0;2473;2473;0;33;21;21;1;1;1907;1499;0;0;31;0;0;0;0;0;0;0;0;0;0;NA;NA;15;NA
417092451820846_1436490756547672;https://www.facebook.com/lojascitycol/posts/1436490756547672;🌿🌿🌿 Camiseta infantil 🌿🌿🌿  O presentão Citycol que seu filho merece!🤩 #DiaDasCriançasCitycol #DiaDasCrianças. . T-shirt - 19,99 - 16.01.0853 - Tam. 4 6 8;Photo;NA;NA;2020-10-08T17:44:43Z;NA;2279;2279;0;3055;3055;0;37;20;20;0;0;2479;1765;0;0;35;0;0;0;0;0;0;0;0;0;0;NA;NA;17;1
417092451820846_1436473816549366;https://www.facebook.com/lojascitycol/posts/1436473816549366;Deslize ➡️ Olha que gracinha! Regatinhas estampadas com abertura nas costas. #VemPraCity 😍 #DiaDasCrianças #diadascriançascitycol  . Regata - 19,99 - 50.03.1163 - Tam. 4 6 8;Photo;NA;NA;2020-10-08T17:25:18Z;NA;2385;2385;0;2882;2882;0;43;30;34;0;0;2287;1852;0;0;38;0;0;0;0;0;0;0;0;0;0;NA;1;15;NA
417092451820846_1436209826575765;https://www.facebook.com/lojascitycol/posts/1436209826575765;Deslize ➡️ #DiaDasCriançasCitycol tá bombando! Já garantiu seu presente? 🎁 Veja quantas opções! 😯 . Fotos na Citycol Penha - Rua dos Romeitos 74, Penha, Rio de Janeiro;Photo;NA;NA;2020-10-08T09:54:28Z;NA;3329;3329;0;3755;3755;0;375;340;352;0;0;3112;2768;0;0;359;0;0;0;0;0;0;0;0;0;0;NA;1;52;3
417092451820846_1435351749994906;https://www.facebook.com/lojascitycol/posts/1435351749994906;Bermuda tendência para adolescentes! Garanta já! 🎁 #VemPraCity  . Bermuda com cinto - 29,99 - 63.01.0058 - Tam. 12 14 16;Photo;NA;NA;2020-10-07T09:12:50Z;NA;2474;2474;0;3009;3009;0;61;21;25;0;0;2335;1910;0;0;59;0;0;0;0;0;0;0;0;0;0;NA;1;40;1
417092451820846_1434897916706956;https://www.facebook.com/lojascitycol/posts/1434897916706956;Conjunto floral para meninas ? #NaCitycolTem! 🌿 #DiaDasCrianças  #diadascriançascitycol #VemPraCity  . Top - 15,99 - 50.03.1091 - Tam. 10 12 14 - Short - 19,99 - 51.02.0532  - Tam. 10 12 14;Photo;NA;NA;2020-10-06T19:37:16Z;NA;2115;2115;0;2580;2580;0;32;18;20;0;0;1914;1573;0;0;29;0;0;0;0;0;0;0;0;0;0;NA;1;16;1
417092451820846_1434850386711709;https://www.facebook.com/lojascitycol/posts/1434850386711709;Bermuda tactel é aquela roupa multiuso que todo menino precisa ter!  🩳 #VemPraCity #DiaDasCriançasCitycol   #DiaDasCrianças  . Bermuda Tactel - 16,99 - 41.02.0415 - Tam. 4 6 8 - cores variadas;Photo;NA;NA;2020-10-06T18:16:32Z;NA;2113;2113;0;2472;2472;0;28;15;16;0;0;1845;1610;0;0;27;0;0;0;0;0;0;0;0;0;0;NA;1;14;NA
417092451820846_1434743590055722;https://www.facebook.com/lojascitycol/posts/1434743590055722;Deslize ➡️ Vestidinho de poá é a sensação! Sua menina vai amar!🥰 #DiaDasCrianças #diadascriançascitycol #roupabarata  . Macaquinho Poá - 19,99 - 53.01.0095 - Tam. 4 6 8 - cores variadas;Photo;NA;NA;2020-10-06T14:54:17Z;NA;2052;2052;0;2446;2446;0;72;48;57;0;0;1658;1404;0;0;46;0;0;0;0;0;0;0;0;0;0;NA;4;39;1
417092451820846_1433703090159772;https://www.facebook.com/lojascitycol/posts/1433703090159772;Falta só uma semana e O #DiaDasCriançasCitycol está cheio de ofertas esperando por você! Veja só nossas novidades da semana... 😍👧🏽👦🏾;Video;NA;NA;2020-10-05T09:40:13Z;NA;2623;2623;0;4603;4603;0;113;70;92;0;0;2568;1472;0;0;51;94;103;0;0;542;638;0;0;5180;48111;NA;7;70;19
417092451820846_1431322273731187;https://www.facebook.com/lojascitycol/posts/1431322273731187;Sextou! Já passou na City? 😎 . Regata listrada e blusa floral - 25,99 - 66.01.0197 / 56.01.0668 - Tam. P ao GG . Bermuda Sarja - 49,99 - 41.03.0388 - Tam. 38 a 48 . Calça Jeans a partir de R$49,99;Photo;NA;NA;2020-10-02T12:02:49Z;NA;3067;3067;0;3845;3845;0;119;57;59;0;0;2980;2395;0;0;116;0;0;0;0;0;0;0;0;0;0;NA;NA;63;NA
417092451820846_1430545847142163;https://www.facebook.com/lojascitycol/posts/1430545847142163;A Citycol é uma empresa familiar que possui cerca de 80 lojas em 4 estados do Brasil, com experiência de 70 anos de mercado e líder no varejo popular de moda na cidade do Rio de Janeiro. Atualmente, contamos com 168k seguidores no Instagram @lojas_citycol e 112k no nosso Facebook. Buscamos expandir nossa equipe para nos consolidarmos como uma marca forte no e-commerce brasileiro.    . VAGA: COORDENADOR DE LOGÍSTICA ( E-COMMERCE ) . Atribuições: • Acompanhamento das métricas e indicadores • Acompanhamento do recebimento de mercadoria e armazenagem dos produtos • Acompanhamento no inventário físico dos produtos • Auxiliar na organização e manutenção física do estoque • Organização fluxo de pedidos do site e liberação dos mesmos para expedição • Organização da prioridade de faturamento . Requisitos: . • Conhecimento básico em Excel. • Já ter atuado em logística. . Diferencial: . • Conhecimento de ferramenta de gestão de WMS . *Remuneração compatível com o mercado. . Venha fazer parte de nosso time! Envie seu currículo para logisticaecomcitycol@gmail.com . . Boa sorte! 🍀;Photo;NA;NA;2020-10-01T17:18:39Z;NA;2711;2711;0;3417;3417;0;35;22;23;0;0;2506;2006;0;0;31;0;0;0;0;0;0;0;0;0;0;NA;2;14;NA
417092451820846_1430435550486526;https://www.facebook.com/lojascitycol/posts/1430435550486526;A Citycol é uma empresa familiar que possui cerca de 80 lojas em 4 estados do Brasil, com experiência de 70 anos de mercado e líder no varejo popular de moda na cidade do Rio de Janeiro. Atualmente, contamos com 168k seguidores no Instagram @lojas_citycol e 112k no nosso Facebook. Buscamos expandir nossa equipe para nos consolidarmos como uma marca forte no e-commerce brasileiro.    . VAGA: COORDENADOR DE E-COMMERCE . Atribuições: • Acompanhamento das métricas e indicadores • Análise da concorrência e oportunidades • Implementação de melhores práticas na venda multicanal • Ser responsável pelas descrições detalhadas dos produtos do site • Acompanhamento e soluções das ocorrências de SAC  • Verificar se as regras comerciais estão ativas • Organização e manutenção das áreas promocionais do site (banners, vitrines etc.) • Alinhamento da organização da fila de entradas e ordem da prioridade das fotos com o setor de Compras.  • Acompanhamento do fluxo de pedidos e liberação dos mesmos para expedição . Requisitos: . • Bom conhecimento em Excel • Já ter atuado na área de Moda • Experiência na área de Marketing Digital • Conhecimento de Google Analytics • Ensino superior completo em Administração e afins . Diferencial: . Já ter trabalhado com a plataforma Linx-commerce. . *Remuneração compatível com o mercado. . Venha fazer parte de nosso time! Envie seu currículo para ecommercecitycol@gmail.com . Boa sorte! 🍀;Photo;NA;NA;2020-10-01T13:57:42Z;NA;2648;2648;0;3188;3188;0;31;20;21;0;0;2299;1845;0;0;28;0;0;0;0;0;0;0;0;0;0;NA;2;11;NA
417092451820846_1430203353843079;https://www.facebook.com/lojascitycol/posts/1430203353843079;Você conhece o #OutubroRosa ? Essa campanha anual tem como objetivo compartilhar informações sobre a prevenção e tratamento do câncer de mama e do câncer de colo de útero. Garantindo maior acessibilidade aos serviços de diagnóstico e reduzindo a mortalidade dessas doenças. Portanto, se você ainda não procurou seu médico para seus exames anuais, fica a dica 😉! #VistaEssaCausa, prevenção é o melhor remédio!;Photo;NA;NA;2020-10-01T08:21:02Z;NA;3601;3601;0;4347;4347;0;81;27;32;0;0;3468;2912;0;0;77;0;0;0;0;0;0;0;0;0;0;NA;NA;56;1
417092451820846_1429751633888251;https://www.facebook.com/lojascitycol/posts/1429751633888251;"Deslize ➡️ Menino estiloso é na Citycol! 🛹 🤩 Look 1 ou Look 2? #diadascriançascitycol #DiaDasCrianças . Look 1:  Blusa - 16,99 - 16.01.0842 - Tam. 4 6 8 - Estampas variadas . Bermuda de Tactel estampada - 10,99 - 57.02.0009 - Tam. 4 6 8 - estampas variadas . Look 2: Blusa - 16,99 - 16.01.0842 - Tam. 4 6 8 - Estampas variadas;  . Bermuda - 16,99 - 41.02.0415 - Tam. 4 6 8";Photo;NA;NA;2020-09-30T19:29:51Z;NA;2167;2167;0;2552;2552;0;40;25;25;0;0;1740;1478;0;0;38;0;0;0;0;0;0;0;0;0;0;NA;NA;19;NA
417092451820846_1429608173902597;https://www.facebook.com/lojascitycol/posts/1429608173902597;O meninos vão adorar nosso conjunto do Dino 🦖!  #DiaDasCriançasCitycol #DiaDasCrianças #roupabarata  . Conjunto - 52.03.0313 - 19.99 -Tam. 4 6 8;Photo;NA;NA;2020-09-30T15:24:19Z;NA;2460;2460;0;3071;3071;0;43;19;22;0;0;2181;1732;0;0;39;0;0;0;0;0;0;0;0;0;0;NA;1;28;NA
417092451820846_1428768497319898;https://www.facebook.com/lojascitycol/posts/1428768497319898;Deslize ➡️ Vista-se como uma menina nesse #DiaDasCrianças ! Se liga no vestido da poderosa @elismc_oficial 😍 #empoderamento #DiaDasCriançasCitycol #roupabarata  #roupainfantil  . Vestido - 19,99 - 42.06.0222 - Tam. 10 12 14;Photo;NA;NA;2020-09-29T18:39:32Z;NA;2304;2304;0;2752;2752;0;49;30;35;0;0;1894;1601;0;0;44;0;0;0;0;0;0;0;0;0;0;NA;NA;21;NA
417092451820846_1428418387354909;https://www.facebook.com/lojascitycol/posts/1428418387354909;Presenteie sua menina com esse shortinho 🚲 Uma ótima opção de confoto pra casa 🥰 #DiaDasCrianças #diadascriançascitycol  . Short - 16,99 - 51.02.0591 - Tam. 4 / 6 / 8 - estampas variadas;Photo;NA;NA;2020-09-29T09:18:56Z;NA;3482;3482;0;4131;4131;0;111;63;71;1;1;3177;2719;0;0;104;0;0;0;0;0;0;0;0;0;0;NA;NA;54;6
